1,5,7,11,14,9,12,8,13,10,6,0,2,4,3
1,7,5,3,4,2,0,6,10,13,8,12,9,14,11
1,7,11,14,9,12,8,13,10,6,0,2,4,3,5
2,0,6,10,13,8,4,3,1,5,7,11,14,9,12
2,0,6,10,13,8,4,3,5,1,7,11,14,9,12
2,0,6,10,13,8,4,12,9,3,1,5,7,11,14
2,0,6,10,13,8,4,12,9,3,1,5,7,14,11
2,0,6,10,13,8,4,12,9,3,5,1,7,11,14
2,0,6,10,13,8,4,12,9,3,5,1,7,14,11
2,0,6,10,13,8,4,12,9,14,11,7,1,3,5
2,0,6,10,13,8,4,12,9,14,11,7,1,5,3
2,0,6,10,13,8,4,12,9,14,11,7,3,1,5
2,0,6,10,13,8,4,12,9,14,11,7,3,5,1
2,0,6,10,13,8,4,12,9,14,11,7,5,1,3
2,0,6,10,13,8,4,12,9,14,11,7,5,3,1
2,0,6,10,13,8,12,4,3,1,5,7,9,14,11
2,0,6,10,13,8,12,4,3,1,5,7,11,14,9
2,0,6,10,13,8,12,4,3,5,1,7,9,14,11
2,0,6,10,13,8,12,4,3,5,1,7,11,14,9
2,0,6,10,13,8,12,4,3,9,14,11,7,1,5
2,0,6,10,13,8,12,4,3,9,14,11,7,5,1
2,0,6,10,13,8,12,4,9,3,1,5,7,11,14
2,0,6,10,13,8,12,4,9,3,1,5,7,14,11
2,0,6,10,13,8,12,4,9,3,5,1,7,11,14
2,0,6,10,13,8,12,4,9,3,5,1,7,14,11
2,0,6,10,13,8,12,4,9,14,11,7,1,3,5
2,0,6,10,13,8,12,4,9,14,11,7,1,5,3
2,0,6,10,13,8,12,4,9,14,11,7,3,1,5
2,0,6,10,13,8,12,4,9,14,11,7,3,5,1
2,0,6,10,13,8,12,4,9,14,11,7,5,1,3
2,0,6,10,13,8,12,4,9,14,11,7,5,3,1
2,0,6,10,13,8,12,9,4,3,1,5,7,11,14
2,0,6,10,13,8,12,9,4,3,1,5,7,14,11
2,0,6,10,13,8,12,9,4,3,5,1,7,11,14
2,0,6,10,13,8,12,9,4,3,5,1,7,14,11
2,0,6,10,13,8,12,9,14,11,7,1,5,3,4
2,0,6,10,13,8,12,9,14,11,7,5,1,3,4
2,4,3,1,5,7,11,14,9,12,8,13,10,6,0
2,4,3,5,1,7,11,14,9,12,8,13,10,6,0
3,1,5,7,11,14,9,4,2,0,6,10,13,8,12
3,1,5,7,11,14,9,4,12,8,2,0,6,10,13
3,1,5,7,11,14,9,4,12,8,2,0,6,13,10
3,1,5,7,11,14,9,4,12,8,13,10,6,0,2
3,1,5,7,11,14,9,4,12,8,13,10,6,2,0
3,1,5,7,11,14,9,12,4,2,0,6,10,13,8
3,1,5,7,11,14,9,12,4,2,8,13,10,6,0
3,1,5,7,11,14,9,12,4,8,2,0,6,10,13
3,1,5,7,11,14,9,12,4,8,2,0,6,13,10
3,1,5,7,11,14,9,12,4,8,13,10,6,0,2
3,1,5,7,11,14,9,12,4,8,13,10,6,2,0
3,1,5,7,11,14,9,12,8,4,2,0,6,10,13
3,1,5,7,11,14,9,12,8,4,2,0,6,13,10
3,1,5,7,11,14,9,12,8,13,10,6,0,2,4
3,4,2,0,6,10,13,8,12,9,14,11,7,1,5
3,4,2,0,6,10,13,8,12,9,14,11,7,5,1
3,5,1,7,11,14,9,4,2,0,6,10,13,8,12
3,5,1,7,11,14,9,4,12,8,2,0,6,10,13
3,5,1,7,11,14,9,4,12,8,2,0,6,13,10
3,5,1,7,11,14,9,4,12,8,13,10,6,0,2
3,5,1,7,11,14,9,4,12,8,13,10,6,2,0
3,5,1,7,11,14,9,12,4,2,0,6,10,13,8
3,5,1,7,11,14,9,12,4,2,8,13,10,6,0
3,5,1,7,11,14,9,12,4,8,2,0,6,10,13
3,5,1,7,11,14,9,12,4,8,2,0,6,13,10
3,5,1,7,11,14,9,12,4,8,13,10,6,0,2
3,5,1,7,11,14,9,12,4,8,13,10,6,2,0
3,5,1,7,11,14,9,12,8,4,2,0,6,10,13
3,5,1,7,11,14,9,12,8,4,2,0,6,13,10
3,5,1,7,11,14,9,12,8,13,10,6,0,2,4
4,2,0,6,10,13,8,12,9,3,1,5,7,11,14
4,2,0,6,10,13,8,12,9,3,1,5,7,14,11
4,2,0,6,10,13,8,12,9,3,5,1,7,11,14
4,2,0,6,10,13,8,12,9,3,5,1,7,14,11
4,2,0,6,10,13,8,12,9,14,11,7,1,3,5
4,2,0,6,10,13,8,12,9,14,11,7,1,5,3
4,2,0,6,10,13,8,12,9,14,11,7,3,1,5
4,2,0,6,10,13,8,12,9,14,11,7,3,5,1
4,2,0,6,10,13,8,12,9,14,11,7,5,1,3
4,2,0,6,10,13,8,12,9,14,11,7,5,3,1
4,3,1,5,7,11,14,9,12,8,2,0,6,10,13
4,3,1,5,7,11,14,9,12,8,2,0,6,13,10
4,3,1,5,7,11,14,9,12,8,13,10,6,0,2
4,3,1,5,7,11,14,9,12,8,13,10,6,2,0
4,3,5,1,7,11,14,9,12,8,2,0,6,10,13
4,3,5,1,7,11,14,9,12,8,2,0,6,13,10
4,3,5,1,7,11,14,9,12,8,13,10,6,0,2
4,3,5,1,7,11,14,9,12,8,13,10,6,2,0
5,1,3,4,2,0,6,10,13,8,12,9,7,11,14
5,1,3,4,2,0,6,10,13,8,12,9,7,14,11
5,1,3,4,2,0,6,10,13,8,12,9,14,7,11
5,1,3,4,2,0,6,10,13,8,12,9,14,11,7
5,1,3,7,11,14,9,4,2,0,6,10,13,8,12
5,1,3,7,11,14,9,4,12,8,2,0,6,10,13
5,1,3,7,11,14,9,4,12,8,2,0,6,13,10
5,1,3,7,11,14,9,4,12,8,13,10,6,0,2
5,1,3,7,11,14,9,4,12,8,13,10,6,2,0
5,1,3,7,11,14,9,12,4,2,0,6,10,13,8
5,1,3,7,11,14,9,12,4,2,8,13,10,6,0
5,1,3,7,11,14,9,12,4,8,2,0,6,10,13
5,1,3,7,11,14,9,12,4,8,2,0,6,13,10
5,1,3,7,11,14,9,12,4,8,13,10,6,0,2
5,1,3,7,11,14,9,12,4,8,13,10,6,2,0
5,1,3,7,11,14,9,12,8,4,2,0,6,10,13
5,1,3,7,11,14,9,12,8,4,2,0,6,13,10
5,1,3,7,11,14,9,12,8,13,10,6,0,2,4
5,1,7,3,4,2,0,6,10,13,8,12,9,14,11
5,1,7,11,14,9,3,4,2,0,6,10,13,8,12
5,1,7,11,14,9,3,4,12,8,2,0,6,10,13
5,1,7,11,14,9,3,4,12,8,2,0,6,13,10
5,1,7,11,14,9,3,4,12,8,13,10,6,0,2
5,1,7,11,14,9,3,4,12,8,13,10,6,2,0
5,1,7,11,14,9,12,8,13,10,6,0,2,4,3
5,3,1,7,11,14,9,4,2,0,6,10,13,8,12
5,3,1,7,11,14,9,4,12,8,2,0,6,10,13
5,3,1,7,11,14,9,4,12,8,2,0,6,13,10
5,3,1,7,11,14,9,4,12,8,13,10,6,0,2
5,3,1,7,11,14,9,4,12,8,13,10,6,2,0
5,3,1,7,11,14,9,12,4,2,0,6,10,13,8
5,3,1,7,11,14,9,12,4,2,8,13,10,6,0
5,3,1,7,11,14,9,12,4,8,2,0,6,10,13
5,3,1,7,11,14,9,12,4,8,2,0,6,13,10
5,3,1,7,11,14,9,12,4,8,13,10,6,0,2
5,3,1,7,11,14,9,12,4,8,13,10,6,2,0
5,3,1,7,11,14,9,12,8,4,2,0,6,10,13
5,3,1,7,11,14,9,12,8,4,2,0,6,13,10
5,3,1,7,11,14,9,12,8,13,10,6,0,2,4
5,3,4,2,0,6,10,13,8,12,9,14,11,7,1
5,7,1,3,4,2,0,6,10,13,8,12,9,14,11
5,7,11,14,9,12,8,13,10,6,0,2,4,3,1
6,0,2,4,3,1,5,7,11,14,9,12,8,13,10
6,0,2,4,3,5,1,7,11,14,9,12,8,13,10
6,10,13,8,12,9,14,11,7,1,5,3,4,2,0
6,10,13,8,12,9,14,11,7,5,1,3,4,2,0
7,1,5,3,4,2,0,6,10,13,8,12,9,14,11
7,5,1,3,4,2,0,6,10,13,8,12,9,14,11
7,11,14,9,12,8,13,10,6,0,2,4,3,1,5
7,11,14,9,12,8,13,10,6,0,2,4,3,5,1
8,12,9,14,11,7,1,5,3,4,2,0,6,10,13
8,12,9,14,11,7,1,5,3,4,2,0,6,13,10
8,12,9,14,11,7,5,1,3,4,2,0,6,10,13
8,12,9,14,11,7,5,1,3,4,2,0,6,13,10
8,13,10,6,0,2,4,3,1,5,7,11,14,9,12
8,13,10,6,0,2,4,3,5,1,7,11,14,9,12
8,13,10,6,0,2,4,12,9,3,1,5,7,11,14
8,13,10,6,0,2,4,12,9,3,1,5,7,14,11
8,13,10,6,0,2,4,12,9,3,5,1,7,11,14
8,13,10,6,0,2,4,12,9,3,5,1,7,14,11
8,13,10,6,0,2,4,12,9,14,11,7,1,3,5
8,13,10,6,0,2,4,12,9,14,11,7,1,5,3
8,13,10,6,0,2,4,12,9,14,11,7,3,1,5
8,13,10,6,0,2,4,12,9,14,11,7,3,5,1
8,13,10,6,0,2,4,12,9,14,11,7,5,1,3
8,13,10,6,0,2,4,12,9,14,11,7,5,3,1
9,12,8,13,10,6,0,2,4,3,1,5,7,11,14
9,12,8,13,10,6,0,2,4,3,1,5,7,14,11
9,12,8,13,10,6,0,2,4,3,5,1,7,11,14
9,12,8,13,10,6,0,2,4,3,5,1,7,14,11
9,14,11,7,1,5,3,4,2,0,6,10,13,8,12
9,14,11,7,1,5,3,4,12,8,2,0,6,10,13
9,14,11,7,1,5,3,4,12,8,2,0,6,13,10
9,14,11,7,1,5,3,4,12,8,13,10,6,0,2
9,14,11,7,1,5,3,4,12,8,13,10,6,2,0
9,14,11,7,5,1,3,4,2,0,6,10,13,8,12
9,14,11,7,5,1,3,4,12,8,2,0,6,10,13
9,14,11,7,5,1,3,4,12,8,2,0,6,13,10
9,14,11,7,5,1,3,4,12,8,13,10,6,0,2
9,14,11,7,5,1,3,4,12,8,13,10,6,2,0
10,6,0,2,4,3,1,5,7,11,14,9,12,8,13
10,6,0,2,4,3,5,1,7,11,14,9,12,8,13
10,6,13,8,12,9,14,11,7,1,5,3,4,2,0
10,6,13,8,12,9,14,11,7,5,1,3,4,2,0
10,13,6,0,2,8,4,3,1,5,7,11,14,9,12
10,13,6,0,2,8,4,3,5,1,7,11,14,9,12
10,13,6,0,2,8,4,12,9,3,1,5,7,11,14
10,13,6,0,2,8,4,12,9,3,1,5,7,14,11
10,13,6,0,2,8,4,12,9,3,5,1,7,11,14
10,13,6,0,2,8,4,12,9,3,5,1,7,14,11
10,13,6,0,2,8,4,12,9,14,11,7,1,3,5
10,13,6,0,2,8,4,12,9,14,11,7,1,5,3
10,13,6,0,2,8,4,12,9,14,11,7,3,1,5
10,13,6,0,2,8,4,12,9,14,11,7,3,5,1
10,13,6,0,2,8,4,12,9,14,11,7,5,1,3
10,13,6,0,2,8,4,12,9,14,11,7,5,3,1
10,13,6,0,2,8,12,4,3,1,5,7,9,14,11
10,13,6,0,2,8,12,4,3,1,5,7,11,14,9
10,13,6,0,2,8,12,4,3,5,1,7,9,14,11
10,13,6,0,2,8,12,4,3,5,1,7,11,14,9
10,13,6,0,2,8,12,4,3,9,14,11,7,1,5
10,13,6,0,2,8,12,4,3,9,14,11,7,5,1
10,13,6,0,2,8,12,4,9,3,1,5,7,11,14
10,13,6,0,2,8,12,4,9,3,1,5,7,14,11
10,13,6,0,2,8,12,4,9,3,5,1,7,11,14
10,13,6,0,2,8,12,4,9,3,5,1,7,14,11
10,13,6,0,2,8,12,4,9,14,11,7,1,3,5
10,13,6,0,2,8,12,4,9,14,11,7,1,5,3
10,13,6,0,2,8,12,4,9,14,11,7,3,1,5
10,13,6,0,2,8,12,4,9,14,11,7,3,5,1
10,13,6,0,2,8,12,4,9,14,11,7,5,1,3
10,13,6,0,2,8,12,4,9,14,11,7,5,3,1
10,13,6,0,2,8,12,9,4,3,1,5,7,11,14
10,13,6,0,2,8,12,9,4,3,1,5,7,14,11
10,13,6,0,2,8,12,9,4,3,5,1,7,11,14
10,13,6,0,2,8,12,9,4,3,5,1,7,14,11
10,13,6,0,2,8,12,9,14,11,7,1,5,3,4
10,13,6,0,2,8,12,9,14,11,7,5,1,3,4
10,13,6,0,2,4,3,1,5,7,11,14,9,12,8
10,13,6,0,2,4,3,5,1,7,11,14,9,12,8
10,13,6,0,2,4,8,12,9,3,1,5,7,11,14
10,13,6,0,2,4,8,12,9,3,1,5,7,14,11
10,13,6,0,2,4,8,12,9,3,5,1,7,11,14
10,13,6,0,2,4,8,12,9,3,5,1,7,14,11
10,13,6,0,2,4,8,12,9,14,11,7,1,3,5
10,13,6,0,2,4,8,12,9,14,11,7,1,5,3
10,13,6,0,2,4,8,12,9,14,11,7,3,1,5
10,13,6,0,2,4,8,12,9,14,11,7,3,5,1
10,13,6,0,2,4,8,12,9,14,11,7,5,1,3
10,13,6,0,2,4,8,12,9,14,11,7,5,3,1
10,13,8,12,9,14,11,7,1,5,3,4,2,0,6
10,13,8,12,9,14,11,7,1,5,3,4,2,6,0
10,13,8,12,9,14,11,7,5,1,3,4,2,0,6
10,13,8,12,9,14,11,7,5,1,3,4,2,6,0
11,7,1,5,3,4,2,0,6,10,13,8,12,9,14
11,7,5,1,3,4,2,0,6,10,13,8,12,9,14
11,7,14,9,12,8,13,10,6,0,2,4,3,1,5
11,7,14,9,12,8,13,10,6,0,2,4,3,5,1
11,14,7,1,5,3,4,2,0,6,10,13,8,12,9
11,14,7,1,5,3,4,9,12,8,2,0,6,10,13
11,14,7,1,5,3,4,9,12,8,2,0,6,13,10
11,14,7,1,5,3,4,9,12,8,13,10,6,0,2
11,14,7,1,5,3,4,9,12,8,13,10,6,2,0
11,14,7,1,5,3,9,4,2,0,6,10,13,8,12
11,14,7,1,5,3,9,4,12,8,2,0,6,10,13
11,14,7,1,5,3,9,4,12,8,2,0,6,13,10
11,14,7,1,5,3,9,4,12,8,13,10,6,0,2
11,14,7,1,5,3,9,4,12,8,13,10,6,2,0
11,14,7,1,5,3,9,12,4,2,0,6,10,13,8
11,14,7,1,5,3,9,12,4,2,8,13,10,6,0
11,14,7,1,5,3,9,12,4,8,2,0,6,10,13
11,14,7,1,5,3,9,12,4,8,2,0,6,13,10
11,14,7,1,5,3,9,12,4,8,13,10,6,0,2
11,14,7,1,5,3,9,12,4,8,13,10,6,2,0
11,14,7,1,5,3,9,12,8,4,2,0,6,10,13
11,14,7,1,5,3,9,12,8,4,2,0,6,13,10
11,14,7,1,5,3,9,12,8,13,10,6,0,2,4
11,14,7,5,1,3,4,2,0,6,10,13,8,12,9
11,14,7,5,1,3,4,9,12,8,2,0,6,10,13
11,14,7,5,1,3,4,9,12,8,2,0,6,13,10
11,14,7,5,1,3,4,9,12,8,13,10,6,0,2
11,14,7,5,1,3,4,9,12,8,13,10,6,2,0
11,14,7,5,1,3,9,4,2,0,6,10,13,8,12
11,14,7,5,1,3,9,4,12,8,2,0,6,10,13
11,14,7,5,1,3,9,4,12,8,2,0,6,13,10
11,14,7,5,1,3,9,4,12,8,13,10,6,0,2
11,14,7,5,1,3,9,4,12,8,13,10,6,2,0
11,14,7,5,1,3,9,12,4,2,0,6,10,13,8
11,14,7,5,1,3,9,12,4,2,8,13,10,6,0
11,14,7,5,1,3,9,12,4,8,2,0,6,10,13
11,14,7,5,1,3,9,12,4,8,2,0,6,13,10
11,14,7,5,1,3,9,12,4,8,13,10,6,0,2
11,14,7,5,1,3,9,12,4,8,13,10,6,2,0
11,14,7,5,1,3,9,12,8,4,2,0,6,10,13
11,14,7,5,1,3,9,12,8,4,2,0,6,13,10
11,14,7,5,1,3,9,12,8,13,10,6,0,2,4
11,14,7,9,12,8,13,10,6,0,2,4,3,1,5
11,14,7,9,12,8,13,10,6,0,2,4,3,5,1
11,14,9,7,1,5,3,4,2,0,6,10,13,8,12
11,14,9,7,1,5,3,4,12,8,2,0,6,10,13
11,14,9,7,1,5,3,4,12,8,2,0,6,13,10
11,14,9,7,1,5,3,4,12,8,13,10,6,0,2
11,14,9,7,1,5,3,4,12,8,13,10,6,2,0
11,14,9,7,5,1,3,4,2,0,6,10,13,8,12
11,14,9,7,5,1,3,4,12,8,2,0,6,10,13
11,14,9,7,5,1,3,4,12,8,2,0,6,13,10
11,14,9,7,5,1,3,4,12,8,13,10,6,0,2
11,14,9,7,5,1,3,4,12,8,13,10,6,2,0
11,14,9,12,8,13,10,6,0,2,4,3,1,5,7
11,14,9,12,8,13,10,6,0,2,4,3,1,7,5
11,14,9,12,8,13,10,6,0,2,4,3,5,1,7
11,14,9,12,8,13,10,6,0,2,4,3,5,7,1
11,14,9,12,8,13,10,6,0,2,4,3,7,1,5
11,14,9,12,8,13,10,6,0,2,4,3,7,5,1
12,8,13,10,6,0,2,4,3,1,5,7,9,14,11
12,8,13,10,6,0,2,4,3,1,5,7,11,14,9
12,8,13,10,6,0,2,4,3,5,1,7,9,14,11
12,8,13,10,6,0,2,4,3,5,1,7,11,14,9
12,8,13,10,6,0,2,4,3,9,14,11,7,1,5
12,8,13,10,6,0,2,4,3,9,14,11,7,5,1
12,8,13,10,6,0,2,4,9,3,1,5,7,11,14
12,8,13,10,6,0,2,4,9,3,1,5,7,14,11
12,8,13,10,6,0,2,4,9,3,5,1,7,11,14
12,8,13,10,6,0,2,4,9,3,5,1,7,14,11
12,8,13,10,6,0,2,4,9,14,11,7,1,3,5
12,8,13,10,6,0,2,4,9,14,11,7,1,5,3
12,8,13,10,6,0,2,4,9,14,11,7,3,1,5
12,8,13,10,6,0,2,4,9,14,11,7,3,5,1
12,8,13,10,6,0,2,4,9,14,11,7,5,1,3
12,8,13,10,6,0,2,4,9,14,11,7,5,3,1
12,9,14,11,7,1,5,3,4,2,0,6,10,13,8
12,9,14,11,7,1,5,3,4,2,8,13,10,6,0
12,9,14,11,7,1,5,3,4,8,2,0,6,10,13
12,9,14,11,7,1,5,3,4,8,2,0,6,13,10
12,9,14,11,7,1,5,3,4,8,13,10,6,0,2
12,9,14,11,7,1,5,3,4,8,13,10,6,2,0
12,9,14,11,7,5,1,3,4,2,0,6,10,13,8
12,9,14,11,7,5,1,3,4,2,8,13,10,6,0
12,9,14,11,7,5,1,3,4,8,2,0,6,10,13
12,9,14,11,7,5,1,3,4,8,2,0,6,13,10
12,9,14,11,7,5,1,3,4,8,13,10,6,0,2
12,9,14,11,7,5,1,3,4,8,13,10,6,2,0
13,8,12,9,14,11,7,1,5,3,4,2,0,6,10
13,8,12,9,14,11,7,5,1,3,4,2,0,6,10
13,10,6,0,2,8,4,3,1,5,7,11,14,9,12
13,10,6,0,2,8,4,3,5,1,7,11,14,9,12
13,10,6,0,2,8,4,12,9,3,1,5,7,11,14
13,10,6,0,2,8,4,12,9,3,1,5,7,14,11
13,10,6,0,2,8,4,12,9,3,5,1,7,11,14
13,10,6,0,2,8,4,12,9,3,5,1,7,14,11
13,10,6,0,2,8,4,12,9,14,11,7,1,3,5
13,10,6,0,2,8,4,12,9,14,11,7,1,5,3
13,10,6,0,2,8,4,12,9,14,11,7,3,1,5
13,10,6,0,2,8,4,12,9,14,11,7,3,5,1
13,10,6,0,2,8,4,12,9,14,11,7,5,1,3
13,10,6,0,2,8,4,12,9,14,11,7,5,3,1
13,10,6,0,2,8,12,4,3,1,5,7,9,14,11
13,10,6,0,2,8,12,4,3,1,5,7,11,14,9
13,10,6,0,2,8,12,4,3,5,1,7,9,14,11
13,10,6,0,2,8,12,4,3,5,1,7,11,14,9
13,10,6,0,2,8,12,4,3,9,14,11,7,1,5
13,10,6,0,2,8,12,4,3,9,14,11,7,5,1
13,10,6,0,2,8,12,4,9,3,1,5,7,11,14
13,10,6,0,2,8,12,4,9,3,1,5,7,14,11
13,10,6,0,2,8,12,4,9,3,5,1,7,11,14
13,10,6,0,2,8,12,4,9,3,5,1,7,14,11
13,10,6,0,2,8,12,4,9,14,11,7,1,3,5
13,10,6,0,2,8,12,4,9,14,11,7,1,5,3
13,10,6,0,2,8,12,4,9,14,11,7,3,1,5
13,10,6,0,2,8,12,4,9,14,11,7,3,5,1
13,10,6,0,2,8,12,4,9,14,11,7,5,1,3
13,10,6,0,2,8,12,4,9,14,11,7,5,3,1
13,10,6,0,2,8,12,9,4,3,1,5,7,11,14
13,10,6,0,2,8,12,9,4,3,1,5,7,14,11
13,10,6,0,2,8,12,9,4,3,5,1,7,11,14
13,10,6,0,2,8,12,9,4,3,5,1,7,14,11
13,10,6,0,2,8,12,9,14,11,7,1,5,3,4
13,10,6,0,2,8,12,9,14,11,7,5,1,3,4
13,10,6,0,2,4,3,1,5,7,11,14,9,12,8
13,10,6,0,2,4,3,5,1,7,11,14,9,12,8
13,10,6,0,2,4,8,12,9,3,1,5,7,11,14
13,10,6,0,2,4,8,12,9,3,1,5,7,14,11
13,10,6,0,2,4,8,12,9,3,5,1,7,11,14
13,10,6,0,2,4,8,12,9,3,5,1,7,14,11
13,10,6,0,2,4,8,12,9,14,11,7,1,3,5
13,10,6,0,2,4,8,12,9,14,11,7,1,5,3
13,10,6,0,2,4,8,12,9,14,11,7,3,1,5
13,10,6,0,2,4,8,12,9,14,11,7,3,5,1
13,10,6,0,2,4,8,12,9,14,11,7,5,1,3
13,10,6,0,2,4,8,12,9,14,11,7,5,3,1
14,9,12,8,13,10,6,0,2,4,3,1,5,7,11
14,9,12,8,13,10,6,0,2,4,3,5,1,7,11
14,11,7,1,5,3,4,2,0,6,10,13,8,12,9
14,11,7,1,5,3,4,9,12,8,2,0,6,10,13
14,11,7,1,5,3,4,9,12,8,2,0,6,13,10
14,11,7,1,5,3,4,9,12,8,13,10,6,0,2
14,11,7,1,5,3,4,9,12,8,13,10,6,2,0
14,11,7,1,5,3,9,4,2,0,6,10,13,8,12
14,11,7,1,5,3,9,4,12,8,2,0,6,10,13
14,11,7,1,5,3,9,4,12,8,2,0,6,13,10
14,11,7,1,5,3,9,4,12,8,13,10,6,0,2
14,11,7,1,5,3,9,4,12,8,13,10,6,2,0
14,11,7,1,5,3,9,12,4,2,0,6,10,13,8
14,11,7,1,5,3,9,12,4,2,8,13,10,6,0
14,11,7,1,5,3,9,12,4,8,2,0,6,10,13
14,11,7,1,5,3,9,12,4,8,2,0,6,13,10
